Id,GP,G,A,P_M,PIM,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,TOI_GP,DOB,First_Season,Ht,Wt,DZ_FOL,DZ_FOW,EV_FOL,EV_FOW,FOL,FOW,NZ_FOL,NZ_FOW,OZ_FO,OZ_FOL,OZ_FOW,PP_FOL,PP_FOW,SH_FOL,SH_FOW,G_Msct,Major,Match,Minor,Msct,Net_Pen,Net_Pen_60,PIMGP,PIMTOIPct,Pen_Drawn,Pen_Drawn_60,Pen_Taken,Pen_Taken_60,Salary
321,49,2,13,5,14,2,14,0,1,0,0,0,0,57,18.7166666666667,1990-06-24,20092010,72,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0.13,0:17,1.5,9,0.59,7,0.46,58333.333333333336
322,67,5,36,12,26,5,34,0,6,0,1,1,1,147,22.9833333333333,1996-02-07,20142015,76,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,-5,-0.19,0:23,1.7000000000000002,8,0.31,13,0.51,500000.0
323,66,9,21,-3,38,6,22,2,7,1,1,0,1,135,23.0166666666667,1991-07-17,20102011,74,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,-1,-0.04,0:34,2.5,17,0.67,18,0.71,666666.6666666666
324,42,19,22,-2,14,11,27,8,14,0,0,0,5,107,18.95,1996-10-29,20152016,76,215,0,3,24,35,31,44,9,14,49,22,27,7,9,0,0,0,0,0,7,0,5,0.38,0:20,1.8,12,0.9,7,0.53,1000000.0
325,17,5,1,6,20,5,6,0,0,0,0,0,0,17,9.61666666666667,1996-07-08,20182019,75,205,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,5,0,-2,-0.73,1:10,12.2,5,1.84,7,2.57,58333.333333333336
326,60,17,10,-21,36,14,22,3,5,0,0,1,7,182,16.9333333333333,1985-01-01,20052006,75,219,166,157,275,292,364,382,75,88,260,123,137,31,44,58,46,0,0,0,18,0,-11,-0.65,0:36,3.5,7,0.41,18,1.06,37355.5
327,65,13,14,26,14,11,25,1,1,1,1,0,3,113,14.0666666666667,1995-03-04,20132014,76,210,1,0,2,2,3,2,1,0,3,1,2,0,0,1,0,0,2,0,2,0,9,0.59,0:12,1.5,13,0.85,4,0.26,183333.33333333334
328,1,0,0,0,0,0,0,0,0,0,0,0,0,4,11.8,1998-08-27,20192020,71,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.08,0:00,0.0,1,5.08,0,0.0,77083.33333333333
329,69,4,23,5,36,3,21,1,5,0,1,1,2,105,22.1666666666667,1991-07-23,20112012,71,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,-7,-0.27,0:31,2.4,11,0.43,18,0.71,375000.0
330,45,5,7,-10,8,5,10,0,2,0,0,0,1,50,11.65,1994-07-19,20152016,73,206,14,7,53,44,53,47,22,21,36,17,19,0,1,0,2,0,0,0,4,0,0,0.0,0:10,1.5,4,0.46,4,0.46,58333.333333333336
331,65,15,27,-5,12,12,30,3,9,0,3,1,2,186,18.1666666666667,1993-05-05,20122013,72,196,0,1,3,10,3,10,1,4,7,2,5,0,0,0,0,0,0,0,6,0,5,0.25,0:11,1.0,11,0.56,6,0.30000000000000004,316666.6666666667
332,35,4,0,-11,8,3,3,1,1,0,0,0,0,41,10.95,1998-10-30,20192020,72,180,3,2,9,3,11,5,1,2,8,7,1,2,2,0,0,0,0,0,3,0,3,0.47,0:13,2.1,6,0.94,3,0.47,77083.33333333333
333,62,3,5,-12,71,2,6,0,0,1,2,0,0,45,11.1,1989-02-08,20112012,74,200,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,5,0,13,1,-3,-0.26,1:08,10.3,17,1.48,20,1.74,279166.6666666667
334,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,12.5333333333333,1995-07-12,20162017,78,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,58333.333333333336
335,36,2,4,-1,6,2,6,0,0,0,0,0,0,35,9.81666666666667,1996-02-27,20172018,71,188,1,1,2,1,3,1,0,0,2,2,0,0,0,1,0,0,0,0,3,0,5,0.85,0:10,1.7000000000000002,8,1.36,3,0.51,58333.333333333336
336,26,3,7,1,16,3,10,0,0,0,0,0,0,26,11.1,1996-01-01,20182019,71,196,1,1,8,3,8,4,0,2,8,7,1,0,1,0,0,0,0,0,8,0,-2,-0.42,0:36,5.6,6,1.25,8,1.66,66666.66666666667
337,6,0,2,2,0,0,2,0,0,0,0,0,0,2,11.9,1995-05-03,20182019,75,207,9,11,20,25,23,26,7,10,12,7,5,0,0,3,1,0,0,0,0,0,1,0.84,0:00,0.0,1,0.84,0,0.0,58333.333333333336
338,18,1,4,-5,2,1,5,0,0,0,0,0,0,25,10.3666666666667,1997-05-05,20182019,74,196,2,0,2,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0.32,0:06,1.1,2,0.64,1,0.32,58333.333333333336
339,49,5,10,-3,16,5,14,0,1,0,0,0,1,61,14.5833333333333,1991-05-24,20112012,72,196,145,123,260,256,330,311,85,84,204,100,104,10,7,60,48,0,0,0,8,0,6,0.5,0:19,2.2,14,1.18,8,0.67,166666.66666666666
340,49,1,7,-7,10,1,8,0,0,0,0,0,0,58,14.8666666666667,1991-07-24,20142015,75,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-1,-0.08,0:12,1.4,4,0.33,5,0.41,75000.0
341,32,3,1,1,78,3,4,0,0,0,0,0,0,16,7.98333333333333,1994-02-18,20152016,77,235,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,9,3,-6,-1.41,2:26,30.5,12,2.82,18,4.23,83333.33333333333
342,42,6,7,-10,12,4,10,2,3,0,0,0,0,79,13.35,1989-08-10,20072008,71,200,15,11,46,40,57,45,12,16,48,30,18,11,5,0,0,0,0,0,6,0,0,0.0,0:17,2.1,6,0.64,6,0.64,70833.33333333333
343,16,2,0,0,2,2,2,0,0,0,0,0,1,15,8.43333333333333,1996-08-14,20182019,72,175,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.44,0:07,1.5,2,0.89,1,0.44,58333.333333333336
344,69,2,20,9,35,2,20,0,2,0,0,0,0,79,19.4,1996-05-08,20172018,75,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,-8,-0.36,0:30,2.6,8,0.36,16,0.72,335431.25
345,51,0,4,4,18,0,4,0,0,0,0,0,0,41,14.1833333333333,1994-04-06,20182019,74,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-5,-0.41,0:21,2.5,4,0.33,9,0.75,112500.0
346,55,7,10,7,12,7,16,0,1,0,0,0,0,71,14.0333333333333,1984-03-01,20052006,72,211,3,1,2,7,7,8,1,3,7,3,4,0,0,5,1,0,0,0,6,0,4,0.31,0:13,1.6,10,0.78,6,0.47,291666.6666666667
347,70,5,19,-12,26,5,19,0,5,0,0,0,0,127,18.8333333333333,1994-11-13,20182019,71,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,-7,-0.32,0:22,2.0,6,0.27,13,0.59,166666.66666666666
348,67,18,17,17,16,17,34,1,1,0,0,0,3,104,16.5166666666667,1988-04-20,20092010,73,195,210,249,341,384,440,488,114,121,234,116,118,28,37,71,67,0,0,0,8,0,-5,-0.27,0:14,1.4,3,0.16,8,0.43,341666.6666666667
349,33,1,4,-9,12,0,4,1,1,0,0,0,0,51,15.9666666666667,1993-07-08,20152016,74,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-4,-0.46,0:21,2.3,2,0.23,6,0.68,108333.33333333333
350,33,3,6,0,8,2,8,1,1,0,0,0,0,39,10.6833333333333,1993-01-08,20192020,72,179,0,1,3,3,3,3,0,0,5,3,2,0,0,0,0,0,0,0,4,0,5,0.85,0:14,2.3,9,1.53,4,0.68,72916.66666666667
351,70,33,51,8,40,25,61,8,23,0,0,1,2,275,21.3333333333333,1988-11-19,20072008,70,177,0,0,3,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,15,1,1,0.04,0:34,2.7,17,0.68,16,0.64,583333.3333333334
352,60,9,21,-12,20,8,24,1,6,0,0,1,1,87,17.15,1990-10-06,20102011,73,203,113,65,270,184,294,196,91,75,146,90,56,22,11,2,1,0,0,0,10,0,3,0.17,0:20,1.9,13,0.76,10,0.58,333333.3333333333
353,62,3,16,-2,18,3,18,0,1,0,0,0,0,70,17.2666666666667,1987-02-10,20102011,74,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-6,-0.34,0:17,1.7000000000000002,3,0.17,9,0.5,150000.0
354,48,12,12,1,22,8,16,4,8,0,0,0,2,92,15.8333333333333,1991-03-23,20132014,72,193,112,101,242,298,323,381,87,118,286,124,162,48,71,33,12,0,0,0,11,0,-5,-0.39,0:27,2.9,6,0.47,11,0.87,145833.33333333334
355,48,16,20,-18,16,12,27,2,7,2,2,0,1,117,18.45,1993-11-12,20132014,74,215,125,146,268,324,357,433,106,114,299,126,173,62,76,27,33,0,0,0,8,0,2,0.14,0:20,1.8,10,0.68,8,0.54,395833.3333333333
356,69,16,18,-8,30,12,30,2,2,2,2,0,4,162,15.0166666666667,1994-03-14,20152016,71,197,1,2,26,10,28,12,7,4,26,20,6,1,1,1,1,0,0,0,15,0,8,0.46,0:26,2.9,23,1.33,15,0.87,208333.33333333334
357,69,3,20,5,12,2,13,1,7,0,3,1,2,98,23.4166666666667,1994-05-23,20152016,75,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.07,0:10,0.7,8,0.30000000000000004,6,0.22,400000.0
358,28,0,5,-4,12,0,5,0,0,0,0,0,0,23,15.9833333333333,1998-02-04,20182019,74,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0:25,2.7,5,0.67,5,0.67,69375.0
359,69,8,40,-6,12,6,30,2,18,0,0,0,2,111,24.6333333333333,1985-01-21,20052006,73,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,-0.04,0:10,0.7,5,0.18,6,0.21,666666.6666666666
360,50,5,6,-8,17,5,10,0,1,0,0,0,1,43,11.95,1996-08-26,20172018,72,185,91,79,167,146,200,170,54,36,110,55,55,9,5,24,19,0,1,0,6,0,-5,-0.5,0:20,2.8,2,0.2,7,0.7,58333.333333333336
361,66,10,22,-2,16,7,22,3,10,0,0,0,1,110,13.7,1987-09-22,20072008,73,202,57,60,149,187,160,197,53,57,130,50,80,10,10,1,0,0,0,0,8,0,-3,-0.2,0:14,1.8,5,0.33,8,0.53,83333.33333333333
362,59,6,5,1,20,5,9,0,0,1,2,0,3,76,13.65,1985-02-04,20052006,72,190,164,178,239,300,303,355,94,127,95,45,50,3,6,61,49,0,0,0,10,0,-3,-0.22,0:20,2.5,7,0.52,10,0.75,83333.33333333333
363,3,0,0,-1,2,0,0,0,0,0,0,0,0,2,7.16666666666667,1994-11-30,20142015,71,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0:40,9.3,1,2.79,1,2.79,58333.333333333336
364,70,6,15,-42,24,4,15,1,5,1,1,0,0,63,16.6166666666667,1984-03-20,20052006,72,189,129,95,336,256,398,324,157,104,237,112,125,40,52,22,16,0,0,0,12,0,0,0.0,0:20,2.1,12,0.62,12,0.62,250000.0
365,68,36,42,5,34,24,50,11,27,1,1,3,9,227,22.1,1996-10-28,20152016,74,213,165,130,583,495,697,614,231,186,599,301,298,101,117,13,2,0,0,0,11,1,23,0.92,0:30,2.3,35,1.4,12,0.48,833333.3333333334
366,62,8,21,7,22,7,27,1,1,0,1,0,4,102,15.7166666666667,1997-01-29,20162017,75,208,181,137,344,311,428,367,159,144,174,88,86,2,5,82,51,0,0,0,11,0,5,0.31,0:21,2.3,16,0.99,11,0.68,127083.33333333333
367,70,8,13,7,6,6,19,0,0,2,2,0,3,85,13.5,1992-11-05,20132014,71,185,1,1,1,1,3,2,2,0,1,0,1,0,0,2,1,0,0,0,3,0,4,0.25,0:05,0.6000000000000001,7,0.44,3,0.19,58333.333333333336
368,53,6,17,12,40,6,22,0,0,0,1,0,1,99,21.6,1989-02-21,20102011,75,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-6,-0.31,0:45,3.5,13,0.68,19,1.0,541666.6666666666
369,68,33,52,26,38,29,60,4,25,0,0,3,6,210,18.8666666666667,1993-06-17,20132014,71,183,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,0:33,3.0,19,0.89,19,0.89,750000.0
370,50,1,11,7,19,1,11,0,0,0,1,0,0,50,20.7,1989-06-13,20102011,73,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0.12,0:22,1.8,10,0.58,8,0.46,455000.0
371,50,1,8,-10,37,1,8,0,0,0,1,0,0,64,20.6333333333333,1991-10-07,20142015,75,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,-6,-0.35,0:44,3.6,11,0.64,17,0.99,370833.3333333333
372,65,10,15,0,35,7,20,3,5,0,0,0,0,115,13.5166666666667,1993-07-20,20142015,71,183,8,6,33,30,38,35,9,13,37,21,16,5,5,0,0,0,1,0,10,1,3,0.2,0:32,4.0,15,1.02,12,0.82,83333.33333333333
373,71,13,33,12,25,11,29,1,16,1,1,2,4,219,22.2333333333333,1995-08-03,20152016,74,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,-4,-0.15,0:21,1.6,7,0.27,11,0.42,433333.3333333333
374,35,1,4,-10,10,1,5,0,0,0,0,0,0,54,19.15,1993-06-17,20172018,71,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-4,-0.36,0:17,1.5,1,0.09,5,0.45,58333.333333333336
375,70,18,20,6,12,12,28,6,10,0,0,1,2,134,16.7,1996-02-02,20162017,72,195,116,121,348,403,426,523,114,152,446,196,250,71,106,7,14,0,0,0,6,0,-1,-0.05,0:10,1.0,5,0.26,6,0.31,287500.0
376,27,2,7,3,8,2,9,0,0,0,0,0,0,40,13.75,1988-06-04,20132014,73,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-2,-0.32,0:17,2.2,2,0.32,4,0.65,64583.333333333336
377,55,0,9,0,14,0,8,0,0,0,1,0,0,45,16.7833333333333,1987-05-02,20072008,70,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-2,-0.13,0:15,1.5,5,0.33,7,0.46,208333.33333333334
378,21,2,3,-3,10,2,5,0,0,0,0,0,1,12,8.2,1994-07-18,20152016,72,184,19,9,48,33,48,33,18,16,19,11,8,0,0,0,0,0,0,0,5,0,1,0.35,0:28,5.8,6,2.09,5,1.74,58333.333333333336
379,68,8,17,-21,66,3,16,5,9,0,0,0,1,119,14.9166666666667,1988-08-26,20082009,74,185,5,3,32,18,45,29,3,8,55,37,18,13,11,0,0,1,2,0,18,1,-9,-0.53,0:58,6.5,13,0.77,22,1.3,125000.0
380,54,20,22,-1,6,9,25,11,17,0,0,1,4,127,18.3833333333333,1995-07-18,20182019,71,182,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,2,0.12,0:06,0.6000000000000001,5,0.30000000000000004,3,0.18,237500.0
381,71,5,28,-2,48,5,28,0,5,0,0,0,1,170,23.45,1995-02-04,20142015,76,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,-12,-0.43,0:40,2.9,9,0.32,21,0.76,466666.6666666667
382,64,20,9,5,13,13,17,7,12,0,0,0,4,132,12.9833333333333,1997-06-07,20162017,75,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,7,0.51,0:12,1.6,12,0.87,5,0.36,183333.33333333334
383,4,0,0,-1,2,0,0,0,0,0,0,0,0,7,8.33333333333333,1996-10-31,20162017,75,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0:30,6.0,1,1.8,1,1.8,72843.75
384,1,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0666666666667,1996-02-20,20192020,73,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,58333.333333333336
385,11,1,2,3,0,1,2,0,1,0,0,0,0,13,19.1,1994-08-06,20172018,72,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,83333.33333333333
386,58,9,9,4,20,9,18,0,0,0,0,0,1,64,12.75,1992-01-11,20122013,73,196,0,0,3,3,3,3,2,1,3,1,2,0,0,0,0,0,0,0,10,0,-5,-0.41,0:20,2.7,5,0.41,10,0.81,62500.0
387,9,1,2,1,0,1,3,0,0,0,0,0,0,10,9.9,1995-06-01,20172018,71,170,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,66666.66666666667
388,4,1,0,2,4,1,1,0,0,0,0,0,0,5,11.9666666666667,1985-12-12,20052006,75,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,-2.51,1:00,8.4,0,0.0,2,2.51,333333.3333333333
389,22,1,2,1,4,1,3,0,0,0,0,0,0,23,13.85,1998-03-17,20192020,75,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,-0.2,0:10,1.3,1,0.2,2,0.39,77083.33333333333
390,68,38,28,10,26,26,44,8,17,4,5,0,5,206,19.4166666666667,1997-07-26,20162017,72,176,112,97,407,346,480,409,158,115,407,210,197,61,53,12,10,0,0,0,13,0,2,0.09,0:22,2.0,15,0.68,13,0.59,880833.3333333334
391,69,25,21,-11,8,12,27,12,18,1,1,0,4,155,17.2,1984-07-28,20052006,71,193,5,10,24,27,36,41,8,2,52,23,29,9,13,3,1,0,0,0,4,0,11,0.56,0:06,0.7,15,0.76,4,0.2,666666.6666666666
392,56,6,24,10,20,4,20,2,9,0,1,0,0,126,25.2833333333333,1994-10-03,20132014,76,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-6,-0.25,0:21,1.4,4,0.17,10,0.42,450000.0
393,60,16,16,-6,6,15,26,1,6,0,0,0,2,101,13.9833333333333,1998-07-30,20172018,70,175,3,0,10,2,10,3,1,1,8,6,2,0,1,0,0,0,0,0,3,0,6,0.43,0:06,0.7,9,0.64,3,0.21,170833.33333333334
394,47,14,26,30,32,12,27,2,12,0,1,2,3,170,23.2833333333333,1993-06-17,20122013,78,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,-11,-0.6000000000000001,0:40,2.9,5,0.27,16,0.88,500000.0
395,28,3,2,-5,8,2,3,1,2,0,0,0,0,33,10.0666666666667,1998-07-28,20192020,72,185,3,1,13,6,13,6,5,2,8,5,3,0,0,0,0,0,0,0,4,0,-1,-0.21,0:17,2.8,3,0.64,4,0.85,65416.666666666664
396,69,12,7,-1,10,11,18,0,0,1,1,0,1,85,13.8,1994-01-05,20132014,74,213,25,15,24,19,43,30,8,7,18,10,8,0,0,19,11,0,0,0,5,0,1,0.06,0:08,1.1,6,0.38,5,0.32,166666.66666666666
397,58,1,11,-8,22,1,12,0,0,0,0,0,0,64,22.15,1991-10-29,20162017,74,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-9,-0.42,0:22,1.7000000000000002,2,0.09,11,0.51,375000.0
398,65,11,13,-3,42,5,11,6,13,0,0,1,3,97,13.1166666666667,1990-10-01,20122013,76,208,0,0,3,0,4,0,0,0,4,4,0,1,0,0,0,0,0,0,10,2,-8,-0.56,0:38,4.9,4,0.28,12,0.84,179166.66666666666
399,55,7,17,-7,14,6,21,0,2,1,1,0,0,144,16.55,1995-11-08,20162017,72,190,3,1,18,5,23,6,6,1,18,14,4,1,1,4,0,0,0,0,7,0,13,0.86,0:15,1.5,20,1.32,7,0.46,216666.66666666666
400,61,7,11,-1,42,6,16,0,0,1,2,0,0,78,13.05,1993-08-13,20132014,72,204,121,130,262,274,305,316,103,107,160,81,79,2,3,41,39,1,0,0,11,1,-2,-0.15,0:41,5.3,11,0.83,13,0.98,99569.33333333333
401,70,13,14,2,24,12,26,0,0,1,1,0,1,140,15.4333333333333,1995-07-04,20162017,71,178,4,3,9,9,14,12,8,4,7,2,5,0,0,5,3,0,0,0,11,0,7,0.39,0:20,2.2,18,1.0,11,0.61,200000.0
402,70,10,20,-5,49,7,21,1,6,2,3,1,5,110,14.0666666666667,1991-12-15,20152016,69,173,29,27,65,63,79,93,25,30,61,25,36,9,18,5,12,0,3,0,17,0,-3,-0.18,0:42,5.0,17,1.04,20,1.22,341666.6666666667
403,17,2,3,0,10,2,5,0,0,0,0,0,0,30,17.6666666666667,1992-04-18,20152016,76,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-4,-0.8,0:35,3.3,1,0.2,5,1.0,170833.33333333334
404,70,12,33,-22,34,7,27,5,17,0,1,1,1,225,25.4,1985-03-09,20032004,77,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,-9,-0.30000000000000004,0:29,1.9,8,0.27,17,0.5700000000000001,833333.3333333334
405,48,10,4,12,41,7,9,0,0,3,5,0,1,67,14.3,1991-02-27,20112012,71,195,170,159,241,299,320,368,102,144,113,48,65,2,3,77,66,0,3,0,13,0,-6,-0.52,0:51,6.0,10,0.87,16,1.4,333333.3333333333
406,70,18,27,-10,15,8,29,10,16,0,0,1,4,207,17.5,1997-12-18,20172018,67,165,1,1,11,6,13,7,1,1,16,11,5,2,1,0,0,0,1,0,5,0,11,0.54,0:12,1.2,17,0.83,6,0.29,425000.0
407,39,20,23,11,14,14,33,6,10,0,0,1,4,127,20.6333333333333,1994-10-06,20162017,71,180,1,4,19,20,24,22,8,1,32,15,17,4,2,1,0,0,0,0,7,0,5,0.37,0:21,1.7000000000000002,12,0.89,7,0.52,416666.6666666667
408,69,1,13,-2,104,1,13,0,0,0,1,0,0,58,19.45,1990-11-13,20112012,76,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,2,-21,-0.94,1:30,7.8,17,0.76,38,1.7000000000000002,250000.0
409,71,22,43,1,37,17,41,4,22,1,2,0,2,180,19.3166666666667,1986-08-31,20082009,77,225,91,86,280,277,327,325,98,93,284,138,146,34,35,13,13,0,1,0,16,0,4,0.17,0:31,2.7,21,0.92,17,0.74,541666.6666666666
410,41,1,2,-1,14,1,3,0,0,0,0,0,1,45,14.0166666666667,1988-09-23,20082009,71,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.21,0:20,2.4,8,0.84,6,0.63,58333.333333333336
411,69,9,13,2,17,7,18,0,0,2,4,0,0,85,13.4166666666667,1985-03-06,20142015,72,198,191,189,273,343,371,419,106,128,176,74,102,4,4,94,72,0,1,0,6,0,2,0.13,0:14,1.8,9,0.58,7,0.45,120833.33333333333
412,52,8,13,6,39,7,19,1,2,0,0,0,1,81,14.1,2000-02-25,20192020,72,164,2,0,6,2,7,3,3,1,4,2,2,0,1,1,0,1,3,0,7,0,-3,-0.25,0:45,5.3,8,0.65,11,0.9,77083.33333333333
413,28,1,4,-1,34,1,4,0,0,0,1,0,0,20,16.6166666666667,1992-02-20,20122013,78,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,-5,-0.64,1:12,7.3,5,0.64,10,1.29,58333.333333333336
414,49,0,3,-9,24,0,3,0,0,0,0,0,0,55,16.4166666666667,1988-04-04,20142015,70,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-3,-0.22,0:29,3.0,9,0.67,12,0.89,72916.66666666667
415,22,1,5,-1,22,0,5,1,1,0,0,0,1,34,9.4,1984-05-01,20062007,75,215,12,8,40,27,44,27,13,11,27,19,8,3,0,1,0,0,0,0,6,1,-4,-1.16,1:00,10.6,3,0.87,7,2.03,333333.3333333333
416,34,4,4,-10,10,4,8,0,0,0,0,0,0,38,13.1166666666667,1995-03-10,20162017,70,192,4,4,8,7,11,8,3,4,4,4,0,2,0,1,1,0,0,0,5,0,2,0.27,0:17,2.2,7,0.94,5,0.67,83333.33333333333
417,71,25,33,3,44,15,37,10,21,0,0,0,4,138,18.4666666666667,1991-08-22,20092010,73,200,98,86,335,329,364,350,127,130,273,139,134,21,20,8,1,0,2,0,17,0,-7,-0.32,0:37,3.4,12,0.55,19,0.87,666666.6666666666
418,70,17,27,-6,28,15,29,2,15,0,0,0,2,184,16.3,1998-07-29,20162017,70,170,0,0,8,8,13,8,3,1,17,10,7,5,0,0,0,0,0,0,14,0,4,0.21,0:24,2.5,18,0.95,14,0.74,458333.3333333333
419,68,6,15,-7,49,4,13,1,7,1,1,0,1,134,21.5,1990-02-01,20092010,80,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,-11,-0.45,0:43,3.4,12,0.49,23,0.94,416666.6666666667
420,66,22,25,6,28,16,35,6,12,0,0,1,3,235,17.2833333333333,1990-12-27,20122013,69,180,11,9,69,51,78,58,25,20,71,42,29,8,7,1,0,0,0,0,14,0,4,0.21,0:25,2.5,18,0.95,14,0.74,416666.6666666667
421,21,0,4,0,24,0,4,0,0,0,0,0,0,33,10.5,1995-11-24,20172018,72,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-5,-1.36,1:08,10.9,3,0.82,8,2.18,58333.333333333336
422,64,1,8,-10,28,1,8,0,0,0,1,0,1,89,22.0333333333333,1992-02-08,20132014,75,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,-8,-0.34,0:26,2.0,5,0.21,13,0.55,58333.5
423,40,7,2,-1,32,6,8,1,1,0,0,0,2,67,11.5333333333333,1993-02-12,20142015,73,205,1,2,10,6,11,7,3,1,11,7,4,1,1,0,0,0,0,0,11,1,-4,-0.52,0:48,6.9,8,1.04,12,1.56,77083.33333333333
424,50,12,13,13,39,9,21,0,0,3,4,0,1,89,14.0833333333333,1989-12-24,20102011,71,186,4,5,13,9,14,12,5,4,8,5,3,0,0,1,3,0,5,0,6,0,9,0.77,0:46,5.5,20,1.7000000000000002,11,0.94,156250.0
425,71,12,49,11,10,9,42,2,18,1,1,1,3,118,20.5666666666667,1991-02-07,20092010,73,216,258,335,473,637,676,880,169,220,574,249,325,103,139,100,104,0,0,0,5,0,6,0.25,0:08,0.7,11,0.45,5,0.21,500000.0
426,68,48,19,-12,30,35,49,13,18,0,0,1,3,311,20.6666666666667,1985-09-17,20052006,75,238,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,0,-2,-0.09,0:26,2.1,13,0.56,15,0.64,833333.3333333334
427,63,19,33,-2,40,13,40,6,12,0,0,0,0,129,17.85,1992-05-19,20132014,73,205,133,111,442,333,455,348,169,116,274,153,121,13,15,0,0,0,0,0,20,0,-2,-0.11,0:38,3.6,18,0.96,20,1.07,416666.6666666667
428,61,15,29,0,38,9,29,6,15,0,0,0,2,177,25.7333333333333,1987-04-24,20062007,72,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-9,-0.34,0:37,2.4,10,0.38,19,0.73,604166.6666666666
